Title;Artist;Album
I'm Still Standing;Elton John;Greatest Hits 1970-2002 [Disc 2]
I Guess That's Why They Call It The Blues;Elton John;Greatest Hits 1970-2002 [Disc 2]
Sad Songs (Say So Much);Elton John;Greatest Hits 1970-2002 [Disc 2]
Nikita;Elton John;Greatest Hits 1970-2002 [Disc 2]
Sacrifice;Elton John;Greatest Hits 1970-2002 [Disc 2]
The One;Elton John;Greatest Hits 1970-2002 [Disc 2]
Kiss The Bride;Elton John;Greatest Hits 1970-2002 [Disc 2]
Can You Feel The Love Tonight;Elton John;Greatest Hits 1970-2002 [Disc 2]
Circle Of Life;Elton John;Greatest Hits 1970-2002 [Disc 2]
Believe;Elton John;Greatest Hits 1970-2002 [Disc 2]
Made In England;Elton John;Greatest Hits 1970-2002 [Disc 2]
Something About The Way You Look Tonight;Elton John;Greatest Hits 1970-2002 [Disc 2]
Written In The Stars;Elton John & LeAnn Rimes;Greatest Hits 1970-2002 [Disc 2]
I Want Love;Elton John;Greatest Hits 1970-2002 [Disc 2]
This Train Don't Stop There Anymore;Elton John;Greatest Hits 1970-2002 [Disc 2]
Song For Guy;Elton John;Greatest Hits 1970-2002 [Disc 2]
Weight Of The World;Elton John;Peachtree Road
Porch Swing In Tupelo;Elton John;Peachtree Road
Answer In The Sky;Elton John;Peachtree Road
Turn The Lights Out When You Leave;Elton John;Peachtree Road
My Elusive Drug;Elton John;Peachtree Road
They Call Her The Cat;Elton John;Peachtree Road
Freaks In Love;Elton John;Peachtree Road
All That I'm Allowed;Elton John;Peachtree Road
I Stop And I Breathe;Elton John;Peachtree Road
Too Many Tears;Elton John;Peachtree Road
It's Getting Dark In Here;Elton John;Peachtree Road
I Can't Keep This From You;Elton John;Peachtree Road
Something About The Way You Look Tonight [Edit Version];Elton John;Something About The Way You Look Tonight / Candle In The Wind 1997 [Single]
Candle In The Wind 1997;Elton John;Something About The Way You Look Tonight / Candle In The Wind 1997 [Single]
You Can Make History (Young Again);Elton John;Something About The Way You Look Tonight / Candle In The Wind 1997 [Single]
Heartbreak Hotel;Elvis Presley;The Essential Collection
Blue Suede Shoes;Elvis Presley;The Essential Collection
Hound Dog;Elvis Presley;The Essential Collection
Don't Be Cruel;Elvis Presley;The Essential Collection
Love Me Tender;Elvis Presley;The Essential Collection
All Shook Up;Elvis Presley;The Essential Collection
Teddy Bear;Elvis Presley;The Essential Collection
Jailhouse Rock;Elvis Presley;The Essential Collection
King Creole;Elvis Presley;The Essential Collection
The Girl Of My Best Friend;Elvis Presley;The Essential Collection
It's Now Or Never;Elvis Presley;The Essential Collection
Lonesome Tonight;Elvis Presley;The Essential Collection
Wooden Heart;Elvis Presley;The Essential Collection
His Latest Flame;Elvis Presley;The Essential Collection
Can't Help Falling In Love;Elvis Presley;The Essential Collection
Good Luck Charm;Elvis Presley;The Essential Collection
She's Not You;Elvis Presley;The Essential Collection
Return To Sender;Elvis Presley;The Essential Collection
You're The Devil In Disguise;Elvis Presley;The Essential Collection
Crying In The Chapel;Elvis Presley;The Essential Collection
In The Ghetto;Elvis Presley;The Essential Collection
Suspicious Minds;Elvis Presley;The Essential Collection
The Wonder Of You;Elvis Presley;The Essential Collection
I Just Can't Help Believin';Elvis Presley;The Essential Collection
An American Trilogy;Elvis Presley;The Essential Collection
Burning Love;Elvis Presley;The Essential Collection
Always On My Mind;Elvis Presley;The Essential Collection
Moody Blue;Elvis Presley;The Essential Collection
Intro;Eminem;Curtain Call: The Hits
Fack;Eminem;Curtain Call: The Hits
The Way I Am;Eminem;Curtain Call: The Hits
My Name Is;Eminem;Curtain Call: The Hits
Stan;Eminem Feat. Dido;Curtain Call: The Hits
Lose Yourself;Eminem;Curtain Call: The Hits
Shake That;Eminem Feat. Nate Dogg;Curtain Call: The Hits
Sing For The Moment;Eminem;Curtain Call: The Hits
Without Me;Eminem;Curtain Call: The Hits
Like Toy Soldiers;Eminem;Curtain Call: The Hits
The Real Slim Shady;Eminem;Curtain Call: The Hits
Mockingbird;Eminem;Curtain Call: The Hits
Guilty Conscience;Eminem & Dr. Dre;Curtain Call: The Hits
Cleanin' Out My Closet;Eminem;Curtain Call: The Hits
Just Lose It;Eminem;Curtain Call: The Hits
When I'm Gone;Eminem;Curtain Call: The Hits
Stan [Live];Eminem Feat. Elton John;Curtain Call: The Hits
Curtains Up;Eminem;Encore
Evil Deeds;Eminem;Encore
Never Enough;Eminem Feat. 50 Cent & Nate Dogg;Encore
Yellow Brick Road;Eminem;Encore
Like Toy Soldiers;Eminem;Encore
Mosh;Eminem;Encore
Puke;Eminem;Encore
My 1st Single;Eminem;Encore
Paul (Skit);Eminem;Encore
Rain Man;Eminem;Encore
Big Weenie;Eminem;Encore
Em Calls Paul (Skit);Eminem;Encore
Just Lose It;Eminem;Encore
Ass Like That;Eminem;Encore
Spend Some Time;Eminem Feat. Obie Trice, Stat Quo & 50 Cent;Encore
Mockingbird;Eminem;Encore
Crazy In Love;Eminem;Encore
One Shot 2 Shot;Eminem Feat. D12;Encore
Final Thought (Skit);Eminem;Encore
Encore / Curtains Down;Eminem Feat. Dr. Dre & 50 Cent;Encore
Cold Wind Blows;Eminem;Recovery
Talkin' 2 Myself;Eminem Feat. Kobe;Recovery
On Fire;Eminem;Recovery
Won't Back Down;Eminem Feat. P!nk;Recovery
W.T.P.;Eminem;Recovery
Going Through Changes;Eminem;Recovery
Not Afraid;Eminem;Recovery
Seduction;Eminem;Recovery
No Love;Eminem Feat. Lil Wayne;Recovery
Space Bound;Eminem;Recovery
Cinderella Man;Eminem;Recovery
25 To Life;Eminem;Recovery
So Bad;Eminem;Recovery
Almost Famous;Eminem;Recovery
Love The Way You Lie;Eminem Feat. Rihanna;Recovery
You're Never Over;Eminem;Recovery
Untitled;Eminem;Recovery
Curtain Up (Skit);Eminem;The Eminem Show
White America;Eminem;The Eminem Show
Business;Eminem;The Eminem Show
Cleanin' Out My Closet;Eminem;The Eminem Show
Square Dance;Eminem;The Eminem Show
The Kiss (Skit);Eminem;The Eminem Show
Soldier;Eminem;The Eminem Show
Say Goodbye Hollywood;Eminem;The Eminem Show
Drips;Eminem Feat. Obie Trice;The Eminem Show
Without Me;Eminem;The Eminem Show
Paul Rosenberg (Skit);Eminem;The Eminem Show
Sing For The Moment;Eminem;The Eminem Show
Superman;Eminem Feat. Dina Rae;The Eminem Show
Hailie's Song;Eminem;The Eminem Show
Steve Berman (Skit);Eminem;The Eminem Show
When The Music Stops;Eminem Feat. D12;The Eminem Show
Say What You Say;Eminem & Dr. Dre;The Eminem Show
'Till I Collapse;Eminem Feat. Nate Dogg;The Eminem Show
My Dad's Gone Crazy;Eminem Feat. Hailie Jade;The Eminem Show
Curtains Close (Skit);Eminem;The Eminem Show
Public Service Announcement 2000;Eminem;The Marshall Mathers LP
Kill You;Eminem;The Marshall Mathers LP
Stan;Eminem Feat. Dido;The Marshall Mathers LP
Paul (Skit);Eminem;The Marshall Mathers LP
Who Knew;Eminem;The Marshall Mathers LP
Steve Berman;Eminem;The Marshall Mathers LP
The Way I Am;Eminem;The Marshall Mathers LP
The Real Slim Shady;Eminem;The Marshall Mathers LP
Remember Me?;Eminem Feat. RBX & Sticky Fingaz;The Marshall Mathers LP
I'm Back;Eminem;The Marshall Mathers LP
Marshall Mathers;Eminem;The Marshall Mathers LP
Ken Kaniff (Skit);Eminem;The Marshall Mathers LP
Drug Ballad;Eminem;The Marshall Mathers LP
Amityville;Eminem Feat. Bizarre From D-12;The Marshall Mathers LP
Bitch Please II;Eminem Feat. Dr. Dre, Snoop Dogg, Xzbit & Nate Dogg;The Marshall Mathers LP
Kim;Eminem;The Marshall Mathers LP
Under The Influence;Eminem Feat. D12;The Marshall Mathers LP
Criminal;Eminem;The Marshall Mathers LP
Bad Guy;Eminem;The Marshall Mathers LP 2
Parking Lot (Skit);Eminem;The Marshall Mathers LP 2
Rhyme Or Reason;Eminem;The Marshall Mathers LP 2
So Much Better;Eminem;The Marshall Mathers LP 2
Survival;Eminem Feat. Liz Rodrigues;The Marshall Mathers LP 2
Legacy;Eminem;The Marshall Mathers LP 2
Asshole;Eminem Feat. Skylar Grey;The Marshall Mathers LP 2
Berzerk;Eminem;The Marshall Mathers LP 2
Rap God;Eminem;The Marshall Mathers LP 2
Brainless;Eminem;The Marshall Mathers LP 2
Stronger Than I Was;Eminem;The Marshall Mathers LP 2
The Monster;Eminem Feat. Rihanna;The Marshall Mathers LP 2
So Far...;Eminem;The Marshall Mathers LP 2
Love Game;Eminem Feat. Kendrick Lamar;The Marshall Mathers LP 2
Headlights;Eminem Feat. Nate Ruess;The Marshall Mathers LP 2
Evil Twin;Eminem;The Marshall Mathers LP 2
Baby;Eminem;The Marshall Mathers LP 2 [Deluxe Edition] [Disc 2]
Desperation;Eminem Feat. Jamie N Commons;The Marshall Mathers LP 2 [Deluxe Edition] [Disc 2]
Groundhog Day;Eminem;The Marshall Mathers LP 2 [Deluxe Edition] [Disc 2]
Beautiful Pain;Eminem Feat. Sia;The Marshall Mathers LP 2 [Deluxe Edition] [Disc 2]
Wicked Ways;Eminem Feat. X Ambassadors;The Marshall Mathers LP 2 [Deluxe Edition] [Disc 2]
Rhythm Divine;Enrique Iglesias;Enrique
Be With You;Enrique Iglesias;Enrique
I Have Always Loved You;Enrique Iglesias;Enrique
Sad Eyes;Enrique Iglesias;Enrique
I'm Your Man;Enrique Iglesias;Enrique
Oyeme;Enrique Iglesias;Enrique
Could I Have This Kiss Forever;Enrique Iglesias & Whitney Houston;Enrique
You're My #1;Enrique Iglesias;Enrique
Alabao;Enrique Iglesias;Enrique
Bailamos;Enrique Iglesias;Enrique
Ritmo Total;Enrique Iglesias;Enrique
Mas Es Amar (Sad Eyes);Enrique Iglesias;Enrique
No Puedo Mas Sin Ti (I'm Your Man);Enrique Iglesias;Enrique
Rhythm Divine (Fernando Garibay Remix);Enrique Iglesias;Enrique
Love Is A Stranger;Eurythmics;Greatest Hits
Sweet Dreams;Eurythmics;Greatest Hits
Who's That Girl?;Eurythmics;Greatest Hits
Right By Your Side;Eurythmics;Greatest Hits
Here Comes The Rain Again;Eurythmics;Greatest Hits
There Must Be An Angel (Playing With My Heart);Eurythmics;Greatest Hits
Sisters Are Doin' It For Themselves;Eurythmics Feat. Aretha Franklin;Greatest Hits
It's Alright (Baby's Coming Back);Eurythmics;Greatest Hits
When Tomorrow Comes;Eurythmics;Greatest Hits
You Have Placed A Chill In My Heart;Eurythmics;Greatest Hits
Miracle Of Love;Eurythmics;Greatest Hits
Sex Crime (1984);Eurythmics;Greatest Hits
Thorn In My Side;Eurythmics;Greatest Hits
Don't Ask Me Why;Eurythmics;Greatest Hits
Angel;Eurythmics;Greatest Hits
Would I Lie To You?;Eurythmics;Greatest Hits
Missionary Man;Eurythmics;Greatest Hits
I Need A Man;Eurythmics;Greatest Hits
And I Love You So;Flemming Bamse Jrgensen;Love Me tender
Cant Help Falling In Love With You;Flemming Bamse Jrgensen;Love Me tender
Suspicius Minds;Flemming Bamse Jrgensen;Love Me tender
They Remind Me Too Much Of You;Flemming Bamse Jrgensen;Love Me tender
It Hurts Me;Flemming Bamse Jrgensen;Love Me tender
His Latest Flame;Flemming Bamse Jrgensen;Love Me tender
Love Me Tender;Flemming Bamse Jrgensen;Love Me tender
Fool;Flemming Bamse Jrgensen;Love Me tender
Cryin' In The Chapel;Flemming Bamse Jrgensen;Love Me tender
One Night With You;Flemming Bamse Jrgensen;Love Me tender
LovinYou;Flemming Bamse Jrgensen;Love Me tender
The Wonder Of You;Flemming Bamse Jrgensen;Love Me tender
Anything Thats Part Of You;Flemming Bamse Jrgensen;Love Me tender
Funny How Time Slips Away;Flemming Bamse Jrgensen;Love Me tender
Chiller Bare;Fler Farver;Chiller Bare - Single
All My Life;Foo Fighters;Greatest Hits
Best Of You;Foo Fighters;Greatest Hits
Everlong;Foo Fighters;Greatest Hits
The Pretender;Foo Fighters;Greatest Hits
My Hero;Foo Fighters;Greatest Hits
Learn To Fly;Foo Fighters;Greatest Hits
Times Like These;Foo Fighters;Greatest Hits
Monkey Wrench;Foo Fighters;Greatest Hits
Big Me;Foo Fighters;Greatest Hits
Breakout;Foo Fighters;Greatest Hits
Long Road To Ruin;Foo Fighters;Greatest Hits
This Is A Call;Foo Fighters;Greatest Hits
Skin And Bones;Foo Fighters;Greatest Hits
Wheels;Foo Fighters;Greatest Hits
Word Forward;Foo Fighters;Greatest Hits
Everlong (Acoustic);Foo Fighters;Greatest Hits
In Your Honor;Foo Fighters;In Your Honor [Disc 1]
No Way Back;Foo Fighters;In Your Honor [Disc 1]
Best Of You;Foo Fighters;In Your Honor [Disc 1]
DOA;Foo Fighters;In Your Honor [Disc 1]
Hell;Foo Fighters;In Your Honor [Disc 1]
The Last Song;Foo Fighters;In Your Honor [Disc 1]
Free Me;Foo Fighters;In Your Honor [Disc 1]
Resolve;Foo Fighters;In Your Honor [Disc 1]
The Deepest Blues Are Black;Foo Fighters;In Your Honor [Disc 1]
End Over End;Foo Fighters;In Your Honor [Disc 1]
Still;Foo Fighters;In Your Honor [Disc 2]
What If I Do?;Foo Fighters;In Your Honor [Disc 2]
Miracle;Foo Fighters;In Your Honor [Disc 2]
Another Round;Foo Fighters;In Your Honor [Disc 2]
Friend Of A Friend;Foo Fighters;In Your Honor [Disc 2]
Over And Out;Foo Fighters;In Your Honor [Disc 2]
On The Mend;Foo Fighters;In Your Honor [Disc 2]
Virginia Moon;Foo Fighters;In Your Honor [Disc 2]
Cold Day In The Sun;Foo Fighters;In Your Honor [Disc 2]
Razor;Foo Fighters;In Your Honor [Disc 2]
Razor;Foo Fighters;Skin And Bones [Live]
Over And Out;Foo Fighters;Skin And Bones [Live]
Walking After You;Foo Fighters;Skin And Bones [Live]
Marigold;Foo Fighters;Skin And Bones [Live]
My Hero;Foo Fighters;Skin And Bones [Live]
Next Year;Foo Fighters;Skin And Bones [Live]
Another Round;Foo Fighters;Skin And Bones [Live]
Big Me;Foo Fighters;Skin And Bones [Live]
Cold Day In The Sun;Foo Fighters;Skin And Bones [Live]
Skin And Bones;Foo Fighters;Skin And Bones [Live]
February Stars;Foo Fighters;Skin And Bones [Live]
Times Like These;Foo Fighters;Skin And Bones [Live]
Friend Of A Friend;Foo Fighters;Skin And Bones [Live]
Best Of You;Foo Fighters;Skin And Bones [Live]
Everlong;Foo Fighters;Skin And Bones [Live]
Get A Kick Out Of You;Frank Sinatra;I've Got You Under My Skin - Live
I've Got You Under My Skin;Frank Sinatra;I've Got You Under My Skin - Live
Stardust;Frank Sinatra;I've Got You Under My Skin - Live
Where Or When;Frank Sinatra;I've Got You Under My Skin - Live
Whispering;Frank Sinatra;I've Got You Under My Skin - Live
Moonlight In Vermont;Frank Sinatra;I've Got You Under My Skin - Live
My Blue Heaven;Frank Sinatra;I've Got You Under My Skin - Live
Where Your Lover Has Gone;Frank Sinatra;I've Got You Under My Skin - Live
At Long Last Love;Frank Sinatra;I've Got You Under My Skin - Live
Tea For Two;Frank Sinatra;I've Got You Under My Skin - Live
Bewitched;Frank Sinatra;I've Got You Under My Skin - Live
The Moon Was Yellow;Frank Sinatra;I've Got You Under My Skin - Live
The Lady Is A Tramp;Frank Sinatra;I've Got You Under My Skin - Live
Imagination;Frank Sinatra;I've Got You Under My Skin - Live
My Fynny Valentine;Frank Sinatra;I've Got You Under My Skin - Live
This Love Of Mine;Frank Sinatra;I've Got You Under My Skin - Live
I Could Have Danced All Night;Frank Sinatra;I've Got You Under My Skin - Live
Come Fly With Me;Frank Sinatra;Nothing But The Best
The Best Is Yet To Come;Frank Sinatra Feat. Count Basie & His Orchestra;Nothing But The Best
The Way You Look Tonight;Frank Sinatra;Nothing But The Best
Luck Be A Lady;Frank Sinatra;Nothing But The Best
Bewitched;Frank Sinatra;Nothing But The Best
The Good Life;Frank Sinatra Feat. Count Basie & His Orchestra;Nothing But The Best
The Girl From Ipanema;Frank Sinatra & Antnio Carlos Jobim;Nothing But The Best
Fly Me To The Moon (In Other Words);Frank Sinatra Feat. Count Basie & His Orchestra;Nothing But The Best
Summer Wind;Frank Sinatra;Nothing But The Best
Strangers In The Night;Frank Sinatra;Nothing But The Best
Call Me Irresponsible;Frank Sinatra;Nothing But The Best
Somethin' Stupid;Nancy & Frank Sinatra;Nothing But The Best
My Kind Of Town;Frank Sinatra;Nothing But The Best
It Was A Very Good Year;Frank Sinatra;Nothing But The Best
That's Life;Frank Sinatra;Nothing But The Best
Moonlight Serenade;Frank Sinatra;Nothing But The Best
Nothing But The Best;Frank Sinatra;Nothing But The Best
Drinking Again;Frank Sinatra;Nothing But The Best
All My Tomorrows;Frank Sinatra;Nothing But The Best
My Way;Frank Sinatra;Nothing But The Best
Theme From New York, New York;Frank Sinatra;Nothing But The Best
Body And Soul;Frank Sinatra;Nothing But The Best
My Heart Goes Boom (Ladidada) [Radio Edit];French Affair;My Heart Goes Boom (LaDiDaDa) [Single]
My Heart Goes Boom (Ladidada) [Extended Club Version];French Affair;My Heart Goes Boom (LaDiDaDa) [Single]
My Heart Goes Boom (Ladidada) (K's House RMX);French Affair;My Heart Goes Boom (LaDiDaDa) [Single]
Rabalderstrde;Gasolin';Gas 5
Fatherless Hill;Gasolin';Gas 5
Lonesome Avenue;Gasolin';Gas 5
Sjagge;Gasolin';Gas 5
Masser Af Succes;Gasolin';Gas 5
Refrainet Er Frit;Gasolin';Gas 5
Kvinde Min;Gasolin';Gas 5
1975;Gasolin';Gas 5
Sct. Emetri;Gasolin';Gas 5
Goodtime Charlie;Gasolin';Gas 5
Langebro;Gasolin';Rabalderstrde Forever
P Banen (Derudaf);Gasolin';Rabalderstrde Forever
Det Var Inga, Katinka Og Smukke Charlie P Sin Harley;Gasolin';Rabalderstrde Forever
Se Din By Fra Trnets Top;Gasolin';Rabalderstrde Forever
Kap Farvel Til Umanarssuaq;Gasolin';Rabalderstrde Forever
Rabalderstrde;Gasolin';Rabalderstrde Forever
Kvinde Min;Gasolin';Rabalderstrde Forever
Pilli Villi;Gasolin';Rabalderstrde Forever
Stakkels Jim;Gasolin';Rabalderstrde Forever
Lnges Hjem;Gasolin';Rabalderstrde Forever
Sirenesangen;Gasolin';Rabalderstrde Forever
Kloden Drejer Stille Rundt;Gasolin';Rabalderstrde Forever
Pas P Svinget I Solrd;Gasolin';Rabalderstrde Forever
U Lu La Lu;Gasolin';Rabalderstrde Forever
Masser Af Succes;Gasolin';Rabalderstrde Forever
Get On The Train;Gasolin';Rabalderstrde Forever
Strengelegen;Gasolin';Rabalderstrde Forever
Hvad Gr Vi Nu, Lille Du;Gasolin';Rabalderstrde Forever
Jumbo Nummer Nul;Gasolin';Rabalderstrde Forever
Det Bedste Til Mig Og Mine Venner;Gasolin';Rabalderstrde Forever
Som Et Strejf Af En Drbe;Gasolin';Rabalderstrde Forever
Calling All Stations;Genesis;Calling All Stations
Congo;Genesis;Calling All Stations
Shipwrecked;Genesis;Calling All Stations
Alien Afternoon;Genesis;Calling All Stations
Not About Us;Genesis;Calling All Stations
If That's What You Need;Genesis;Calling All Stations
The Dividing Line;Genesis;Calling All Stations
Uncertain Weather;Genesis;Calling All Stations
Small Talk;Genesis;Calling All Stations
There Must Be Some Other Way;Genesis;Calling All Stations
One Man's Fool;Genesis;Calling All Stations
Freedom 90;George Michael;Greatest Hits
Young Guns (Go For It);Wham!;Greatest Hits
Where Did Your Heart Go;George Michael;Greatest Hits
Careless Whisper;Wham!;Greatest Hits
Mothers Pride;George Michael;Greatest Hits
Last Christmas (Pudding Mix);Wham!;Greatest Hits
I Want Your Sex (Part 1&2);George Michael;Greatest Hits
Too Funky;George Michael;Greatest Hits
Faith;George Michael;Greatest Hits
One More Try;George Michael;Greatest Hits
These Are The Days Of Our Lives;George Michael;Greatest Hits
Tonight;George Michael;Greatest Hits
They Won't Go When I Go;George Michael;Greatest Hits
The Edge Of Heaven;Gerge Michael;Greatest Hits
Jesus To A Child;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
Father Figure;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
Careless Whisper;Wham!;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
Don't Let The Sun Down On Me;George Michael & Elton John;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
You Have Been Loved;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
Kissing A Fool;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
I Can't Make You Love Me;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
Heal The Pain;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
A Moment With You;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
Desafinado;George Michael & Astrud Gilberto;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
Cowboys And Angels;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
Praying For Time;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
One More Try;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
A Different Corner;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 1]
Outside;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
As;George Michael & Mary J. Blige;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
Fastlove;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
Too Funky;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
Freedom 90;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
Star People 97;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
Killer / Papa Was A Rolling Stone;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
I Want Your Sex (Part 2);George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
The Strangest Thing 97;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
Fantasy;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
Spinning The Wheel;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
Waiting For That Day;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
I Knew You Were Waiting (For Me);Aretha Franklin & George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
Faith;George Michael;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
Somebody To Love;George Michael & Queen;Ladies & Gentlemen: The Best Of George Michael [Disc 2]
Giftes Med Farmand;Gitte Hnning;Tag Med Ud  Fisk
Tag Med Ud  Fisk;Gitte Hnning;Tag Med Ud  Fisk
Flirt;Gitte Hnning;Tag Med Ud  Fisk
Linda Sknne Linda;Gitte Hnning;Tag Med Ud  Fisk
Drm En Lille Drm Om Mig;Gitte Hnning;Tag Med Ud  Fisk
Don Juan Fra Sacramento;Gitte Hnning;Tag Med Ud  Fisk
Lg Din Hnd I En Hnd;Gitte Hnning;Tag Med Ud  Fisk
I've Told Every Little Star;Gitte Hnning;Tag Med Ud  Fisk
Vi Danser;Gitte Hnning;Tag Med Ud  Fisk
Unge Dag;Gitte Hnning;Tag Med Ud  Fisk
Jeg Snakker Med Mig Selv;Gitte Hnning;Tag Med Ud  Fisk
Sig Til Ham At Jeg Kom Forbi;Gitte Hnning;Tag Med Ud  Fisk
nsk Mig Tillykke;Gitte Hnning;Tag Med Ud  Fisk
Krlighed Er Ingen Leg;Gitte Hnning;Tag Med Ud  Fisk
Hollywood Drmme;Gitte Hnning;Tag Med Ud  Fisk
Ka' Du Ha' Det;Gitte Hnning;Tag Med Ud  Fisk
Intro;Gorillaz;Demon Days
Last Living Souls;Gorillaz;Demon Days
Kids With Guns;Gorillaz Feat. Neneh Cherry;Demon Days
O Green World;Gorillaz;Demon Days
Dirty Harry;Gorillaz Feat. Bootie Brown;Demon Days
Feel Good Inc.;Gorillaz Feat. De La Soul;Demon Days
El Manana;Gorillaz;Demon Days
Every Planet We Reach Is Dead;Gorillaz;Demon Days
November Has Come;Gorillaz Feat. MF DOOM;Demon Days
All Alone;Gorillaz Feat. Roots Manuva;Demon Days
White Light;Gorillaz;Demon Days
Dare;Gorillaz Feat. Shaun Ryder;Demon Days
Fire Coming Out Of The Monkey's Head;Gorillaz;Demon Days
Don't Get Lost In Heaven;Gorillaz;Demon Days
Demon Days;Gorillaz;Demon Days
American Idiot;Green Day;American Idiot
Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home;Green Day;American Idiot
Holiday;Green Day;American Idiot
Boulevard Of Broken Dreams;Green Day;American Idiot
Are We The Waiting;Green Day;American Idiot
St. Jimmy;Green Day;American Idiot
Give Me Novacaine;Green Day;American Idiot
She's A Rebel;Green Day;American Idiot
Extraordinary Girl;Green Day;American Idiot
Letterbomb;Green Day;American Idiot
Wake Me Up When September Ends;Green Day;American Idiot
Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again;Green Day;American Idiot
Whatsername;Green Day;American Idiot
Reckless Life;Guns N' Roses;G N' R Lies
Nice Boys;Guns N' Roses;G N' R Lies
Move To The City;Guns N' Roses;G N' R Lies
Mama Kin;Guns N' Roses;G N' R Lies
Patience;Guns N' Roses;G N' R Lies
Used To Love Her;Guns N' Roses;G N' R Lies
You're Crazy;Guns N' Roses;G N' R Lies
One In A Million;Guns N' Roses;G N' R Lies
Welcome To The Jungle;Guns N' Roses;Greatest Hits
Sweet Child O' Mine;Guns N' Roses;Greatest Hits
Patience;Guns N' Roses;Greatest Hits
Paradise City;Guns N' Roses;Greatest Hits
Knockin' On Heaven's Door;Guns N' Roses;Greatest Hits
Civil War;Guns N' Roses;Greatest Hits
You Could Be Mine;Guns N' Roses;Greatest Hits
Don't Cry (Original);Guns N' Roses;Greatest Hits
November Rain;Guns N' Roses;Greatest Hits
Live & Let Die;Guns N' Roses;Greatest Hits
Yesterdays;Guns N' Roses;Greatest Hits
Ain't It Fun;Guns N' Roses;Greatest Hits
Since I Don't Have You;Guns N' Roses;Greatest Hits
Sympathy For The Devil;Guns N' Roses;Greatest Hits
Right Next Door To Hell;Guns N' Roses;Use Your Illusion I
Dust N' Bones;Guns N' Roses;Use Your Illusion I
Live And Let Die;Guns N' Roses;Use Your Illusion I
Don't Cry;Guns N' Roses;Use Your Illusion I
Perfect Crime;Guns N' Roses;Use Your Illusion I
You Ain't The First;Guns N' Roses;Use Your Illusion I
Bad Obsession;Guns N' Roses;Use Your Illusion I
Back Off Bitch;Guns N' Roses;Use Your Illusion I
Double Talkin' Jive;Guns N' Roses;Use Your Illusion I
November Rain;Guns N' Roses;Use Your Illusion I
The Garden;Guns N' Roses;Use Your Illusion I
Garden Of Eden;Guns N' Roses;Use Your Illusion I
Don't Damn Me;Guns N' Roses;Use Your Illusion I
Bad Apples;Guns N' Roses;Use Your Illusion I
Dead Horse;Guns N' Roses;Use Your Illusion I
Coma;Guns N' Roses;Use Your Illusion I
Civil War;Guns N' Roses;Use Your Illusion II
14 Years;Guns N' Roses;Use Your Illusion II
Yesterdays;Guns N' Roses;Use Your Illusion II
Knockin' On Heaven's Door;Guns N' Roses;Use Your Illusion II
Get In The Ring;Guns N' Roses;Use Your Illusion II
Shotgun Blues;Guns N' Roses;Use Your Illusion II
Breakdown;Guns N' Roses;Use Your Illusion II
Pretty Tied Up;Guns N' Roses;Use Your Illusion II
Locomotive;Guns N' Roses;Use Your Illusion II
So Fine;Guns N' Roses;Use Your Illusion II
Estranged;Guns N' Roses;Use Your Illusion II
You Could Be Mine;Guns N' Roses;Use Your Illusion II
Don't Cry;Guns N' Roses;Use Your Illusion II
My World;Guns N' Roses;Use Your Illusion II
Secrets;HammerFall;Chapter V: Unbent, Unbowed, Unbroken
Blood Bound;HammerFall;Chapter V: Unbent, Unbowed, Unbroken
